"","V1","V2","V3","V4","V5","V6"
"4574",4173,12,27,28,NA,NA
"4575",4174,0,2,4,12,13
"4576",37,46,49,NA,NA,NA
"4577",4175,23,24,40,41,43
"4578",4176,5,17,23,NA,NA
"4579",4177,22,NA,NA,NA,NA
"4580",4178,17,24,29,32,37
"4581",41,44,47,NA,NA,NA
"4582",4179,18,21,26,NA,NA
"4583",4180,16,32,45,NA,NA
"4584",4181,3,5,6,42,NA
"4585",4182,0,11,47,NA,NA
"4586",4183,16,17,33,42,NA
"4587",4184,7,11,12,27,28
"4588",37,40,48,NA,NA,NA
"4589",4185,1,19,NA,NA,NA
"4590",4186,23,24,40,41,NA
"4591",4187,18,24,46,NA,NA
"4592",4188,24,NA,NA,NA,NA
"4593",4189,9,13,41,NA,NA
"4594",4190,16,32,NA,NA,NA
"4595",4191,16,32,45,NA,NA
"4596",4192,1,4,9,14,47
"4597",4193,3,24,25,28,31
"4598",4194,22,34,41,NA,NA
"4599",4195,17,23,34,40,NA
"4600",4196,14,35,44,NA,NA
"4601",4197,22,26,31,NA,NA
"4602",4198,13,23,27,37,NA
"4603",4199,21,30,35,36,NA
"4604",4200,19,48,NA,NA,NA
"4605",4201,8,17,24,NA,NA
"4606",4202,16,32,45,NA,NA
"4607",4203,15,16,34,NA,NA
"4608",4204,17,23,29,47,NA
"4609",4205,16,17,32,35,45
"4610",4206,1,7,15,22,49
"4611",4207,2,12,49,NA,NA
"4612",4208,6,7,12,16,27
"4613",4209,3,7,8,9,20
"4614",28,32,47,NA,NA,NA
"4615",4210,26,NA,NA,NA,NA
"4616",4211,3,11,14,18,35
"4617",4212,7,11,37,45,NA
"4618",4213,0,25,28,44,NA
"4619",4214,28,32,39,NA,NA
"4620",4215,3,7,10,24,28
"4621",43,NA,NA,NA,NA,NA
"4622",4216,8,18,33,42,NA
"4623",4217,27,28,NA,NA,NA
"4624",4218,0,2,46,NA,NA
"4625",4219,3,18,35,NA,NA
"4626",4220,5,22,23,40,NA
"4627",4221,0,17,21,NA,NA
"4628",4222,0,3,7,27,28
"4629",35,NA,NA,NA,NA,NA
"4630",4223,25,41,43,NA,NA
"4631",4224,33,42,NA,NA,NA
"4632",4225,4,9,11,16,39
"4633",4226,5,22,NA,NA,NA
"4634",4227,16,32,45,NA,NA
"4635",4228,14,23,36,44,NA
"4636",4229,5,15,33,37,38
"4637",41,42,47,NA,NA,NA
"4638",4230,8,28,33,39,NA
"4639",4231,7,11,37,NA,NA
"4640",4232,4,17,19,35,38
"4641",42,NA,NA,NA,NA,NA
"4642",4233,7,15,49,NA,NA
"4643",4234,16,32,NA,NA,NA
"4644",4235,3,18,35,NA,NA
"4645",4236,6,8,38,49,NA
"4646",4237,9,31,NA,NA,NA
"4647",4238,35,38,NA,NA,NA
"4648",4239,33,42,NA,NA,NA
"4649",4240,1,19,25,NA,NA
"4650",4241,23,37,NA,NA,NA
"4651",4242,6,17,29,47,NA
"4652",4243,5,23,41,48,NA
"4653",4244,8,46,NA,NA,NA
"4654",4245,0,6,12,31,36
"4655",37,NA,NA,NA,NA,NA
"4656",4246,17,32,41,46,NA
"4657",4247,4,28,45,NA,NA
"4658",4248,2,4,9,25,NA
"4659",4249,18,20,30,35,NA
"4660",4250,3,18,35,NA,NA
"4661",4251,3,18,35,NA,NA
"4662",4252,7,NA,NA,NA,NA
"4663",4253,11,NA,NA,NA,NA
"4664",4254,1,5,22,37,NA
"4665",4255,26,42,NA,NA,NA
"4666",4256,2,12,29,NA,NA
"4667",4257,0,7,12,21,NA
"4668",4258,6,21,NA,NA,NA
"4669",4259,14,38,44,NA,NA
"4670",4260,0,2,46,NA,NA
"4671",4261,13,29,31,40,NA
"4672",4262,0,7,15,16,19
"4673",28,41,49,NA,NA,NA
"4674",4263,18,35,NA,NA,NA
"4675",4264,41,NA,NA,NA,NA
"4676",4265,4,9,12,20,22
"4677",4266,5,42,NA,NA,NA
"4678",4267,4,9,10,36,43
"4679",4268,7,15,49,NA,NA
"4680",4269,7,13,17,31,33
"4681",48,NA,NA,NA,NA,NA
"4682",4270,4,9,30,35,NA
"4683",4271,9,29,38,NA,NA
"4684",4272,32,45,NA,NA,NA
"4685",4273,0,20,26,29,37
"4686",40,49,NA,NA,NA,NA
"4687",4274,7,NA,NA,NA,NA
"4688",4275,2,9,29,42,NA
"4689",4276,1,2,3,NA,NA
"4690",4277,30,33,42,NA,NA
"4691",4278,34,48,NA,NA,NA
"4692",4279,6,12,25,35,47
"4693",4280,9,19,48,NA,NA
"4694",4281,10,22,24,NA,NA
"4695",4282,12,31,36,48,NA
"4696",4283,14,24,45,NA,NA
"4697",4284,26,40,41,NA,NA
"4698",4285,33,42,NA,NA,NA
"4699",4286,49,NA,NA,NA,NA
"4700",4287,33,42,NA,NA,NA
"4701",4288,0,12,NA,NA,NA
"4702",4289,2,17,47,49,NA
"4703",4290,4,7,15,49,NA
"4704",4291,30,32,34,38,NA
"4705",4292,16,32,39,45,47
"4706",4293,7,11,37,45,NA
"4707",4294,4,13,32,48,NA
"4708",4295,15,18,NA,NA,NA
"4709",4296,4,9,23,29,NA
"4710",4297,12,31,36,48,NA
"4711",4298,33,NA,NA,NA,NA
"4712",4299,6,42,NA,NA,NA
"4713",4300,1,8,11,32,33
"4714",42,NA,NA,NA,NA,NA
"4715",4301,16,32,45,NA,NA
"4716",4302,11,25,32,33,NA
"4717",4303,1,3,21,22,44
"4718",4304,23,24,38,40,41
"4719",47,NA,NA,NA,NA,NA
"4720",4305,8,14,44,NA,NA
"4721",4306,19,43,46,NA,NA
"4722",4307,14,20,27,44,NA
"4723",4308,7,11,37,45,NA
"4724",4309,4,9,NA,NA,NA
"4725",4310,3,18,19,35,48
"4726",4311,23,24,40,41,NA
"4727",4312,3,14,22,28,37
"4728",4313,23,24,40,41,43
"4729",4314,23,24,40,41,43
"4730",4315,4,26,30,41,43
"4731",4316,13,29,33,37,42
"4732",44,46,NA,NA,NA,NA
"4733",4317,1,19,NA,NA,NA
"4734",4318,7,15,49,NA,NA
"4735",4319,3,26,36,NA,NA
"4736",4320,9,17,28,29,47
"4737",4321,7,11,37,45,NA
"4738",4322,3,4,6,18,27
"4739",35,NA,NA,NA,NA,NA
"4740",4323,7,11,12,22,28
"4741",39,44,NA,NA,NA,NA
"4742",4324,16,32,45,NA,NA
"4743",4325,27,28,29,NA,NA
"4744",4326,1,12,19,NA,NA
"4745",4327,23,47,NA,NA,NA
"4746",4328,4,5,9,23,29
"4747",4329,44,47,NA,NA,NA
"4748",4330,38,NA,NA,NA,NA
"4749",4331,4,9,NA,NA,NA
"4750",4332,0,46,NA,NA,NA
"4751",4333,7,NA,NA,NA,NA
"4752",4334,27,28,47,NA,NA
"4753",4335,17,29,47,NA,NA
"4754",4336,7,11,37,45,NA
"4755",4337,4,9,NA,NA,NA
"4756",4338,1,19,NA,NA,NA
"4757",4339,16,32,NA,NA,NA
"4758",4340,6,14,28,44,NA
"4759",4341,7,11,37,40,45
"4760",4342,0,1,2,46,NA
"4761",4343,12,31,36,48,NA
"4762",4344,13,39,44,48,NA
"4763",4345,16,32,45,NA,NA
"4764",4346,1,3,16,17,27
"4765",33,43,49,NA,NA,NA
"4766",4347,33,42,NA,NA,NA
"4767",4348,16,43,NA,NA,NA
"4768",4349,33,42,NA,NA,NA
"4769",4350,4,6,9,14,19
"4770",46,NA,NA,NA,NA,NA
"4771",4351,7,11,37,45,NA
"4772",4352,3,31,47,NA,NA
"4773",4353,1,12,16,19,21
"4774",42,NA,NA,NA,NA,NA
"4775",4354,3,18,35,NA,NA
"4776",4355,2,11,42,NA,NA
"4777",4356,12,31,36,48,NA
"4778",4357,6,18,42,45,NA
"4779",4358,1,5,22,37,38
"4780",49,NA,NA,NA,NA,NA
"4781",4359,3,4,12,36,47
"4782",4360,20,26,27,28,NA
"4783",4361,5,22,NA,NA,NA
"4784",4362,12,16,32,45,NA
"4785",4363,8,13,21,23,NA
"4786",4364,10,34,NA,NA,NA
"4787",4365,23,NA,NA,NA,NA
"4788",4366,2,4,13,39,NA
"4789",4367,5,27,28,44,NA
"4790",4368,0,27,28,NA,NA
"4791",4369,7,13,15,49,NA
"4792",4370,42,NA,NA,NA,NA
"4793",4371,4,6,9,NA,NA
"4794",4372,8,27,28,NA,NA
"4795",4373,1,7,11,37,45
"4796",46,NA,NA,NA,NA,NA
"4797",4374,3,18,35,NA,NA
"4798",4375,1,22,39,NA,NA
"4799",4376,26,43,45,NA,NA
"4800",4377,16,29,36,42,44
"4801",4378,23,37,NA,NA,NA
"4802",4379,9,34,NA,NA,NA
"4803",4380,21,29,42,NA,NA
"4804",4381,3,27,28,NA,NA
"4805",4382,27,28,32,48,NA
"4806",4383,16,32,45,NA,NA
"4807",4384,14,44,NA,NA,NA
"4808",4385,27,NA,NA,NA,NA
"4809",4386,44,NA,NA,NA,NA
"4810",4387,0,5,22,45,NA
"4811",4388,5,10,19,22,37
"4812",44,NA,NA,NA,NA,NA
"4813",4389,5,22,47,NA,NA
"4814",4390,8,23,33,42,NA
"4815",4391,7,15,49,NA,NA
"4816",4392,4,7,9,21,32
"4817",47,NA,NA,NA,NA,NA
"4818",4393,25,40,42,48,NA
"4819",4394,0,14,40,44,NA
"4820",4395,1,27,NA,NA,NA
"4821",4396,5,22,32,36,NA
"4822",4397,8,14,43,44,NA
"4823",4398,0,2,46,NA,NA
"4824",4399,1,22,31,NA,NA
"4825",4400,14,16,18,38,44
"4826",4401,17,29,33,47,NA
"4827",4402,0,5,12,13,22
"4828",32,NA,NA,NA,NA,NA
"4829",4403,2,10,20,NA,NA
"4830",4404,11,16,19,NA,NA
"4831",4405,1,4,14,17,24
"4832",30,34,NA,NA,NA,NA
"4833",4406,22,28,34,44,NA
"4834",4407,0,28,NA,NA,NA
"4835",4408,7,10,14,NA,NA
"4836",4409,16,32,45,NA,NA
"4837",4410,30,NA,NA,NA,NA
"4838",4411,2,4,26,31,37
"4839",4412,14,44,NA,NA,NA
"4840",4413,1,4,9,16,44
"4841",4414,3,18,35,NA,NA
"4842",4415,12,27,28,NA,NA
"4843",4416,22,38,NA,NA,NA
"4844",4417,9,14,15,25,46
"4845",4418,7,14,18,24,25
"4846",38,46,NA,NA,NA,NA
"4847",4419,1,9,21,48,NA
"4848",4420,12,31,36,48,NA
"4849",4421,13,25,42,46,NA
"4850",4422,3,7,15,16,19
"4851",4423,23,24,26,40,41
"4852",4424,12,31,36,48,NA
"4853",4425,4,5,9,20,NA
"4854",4426,3,18,35,NA,NA
"4855",4427,0,8,22,NA,NA
"4856",4428,20,33,37,42,NA
"4857",4429,0,27,28,36,NA
"4858",4430,23,24,40,41,43
"4859",4431,0,2,46,NA,NA
"4860",4432,12,31,36,48,NA
"4861",4433,33,42,NA,NA,NA
"4862",4434,0,20,NA,NA,NA
"4863",4435,14,20,29,35,45
"4864",4436,14,25,NA,NA,NA
"4865",4437,4,10,15,NA,NA
"4866",4438,23,24,40,41,43
"4867",4439,0,27,37,NA,NA
"4868",4440,6,33,42,NA,NA
"4869",4441,4,9,46,NA,NA
"4870",4442,5,19,22,40,NA
"4871",4443,11,28,NA,NA,NA
"4872",4444,14,44,NA,NA,NA
"4873",4445,3,18,33,35,48
"4874",4446,4,9,11,15,25
"4875",4447,12,31,36,48,NA
"4876",4448,23,24,40,41,43
"4877",4449,22,32,NA,NA,NA
"4878",4450,3,8,33,36,37
"4879",42,47,NA,NA,NA,NA
"4880",4451,24,36,NA,NA,NA
"4881",4452,11,35,46,NA,NA
"4882",4453,5,8,22,NA,NA
"4883",4454,3,18,35,NA,NA
"4884",4455,2,13,16,25,38
"4885",4456,16,32,45,NA,NA
"4886",4457,16,32,45,NA,NA
"4887",4458,4,9,21,36,NA
"4888",4459,7,10,15,44,47
"4889",49,NA,NA,NA,NA,NA
"4890",4460,12,31,36,48,NA
"4891",4461,4,16,23,28,29
"4892",4462,16,32,45,NA,NA
"4893",4463,18,19,NA,NA,NA
"4894",4464,14,16,24,31,38
"4895",4465,6,17,NA,NA,NA
"4896",4466,5,7,35,42,NA
"4897",4467,12,43,NA,NA,NA
"4898",4468,2,16,32,45,NA
"4899",4469,16,30,34,NA,NA
"4900",4470,33,NA,NA,NA,NA
"4901",4471,13,16,19,21,26
"4902",45,47,NA,NA,NA,NA
"4903",4472,5,8,14,19,22
"4904",30,NA,NA,NA,NA,NA
"4905",4473,41,NA,NA,NA,NA
"4906",4474,1,5,18,28,NA
"4907",4475,3,4,15,16,18
"4908",24,35,NA,NA,NA,NA
"4909",4476,27,28,NA,NA,NA
"4910",4477,7,11,37,45,NA
"4911",4478,22,23,29,39,41
"4912",4479,28,36,NA,NA,NA
"4913",4480,5,21,22,34,NA
"4914",4481,7,11,37,45,NA
"4915",4482,18,45,49,NA,NA
"4916",4483,9,48,NA,NA,NA
"4917",4484,32,38,NA,NA,NA
"4918",4485,12,31,36,48,NA
"4919",4486,5,10,18,NA,NA
"4920",4487,7,10,15,18,21
"4921",31,39,45,NA,NA,NA
"4922",4488,7,15,NA,NA,NA
"4923",4489,5,NA,NA,NA,NA
"4924",4490,0,2,5,26,46
"4925",4491,7,11,30,37,NA
"4926",4492,27,28,NA,NA,NA
"4927",4493,17,29,47,NA,NA
"4928",4494,5,22,NA,NA,NA
"4929",4495,16,32,34,45,NA
"4930",4496,7,11,37,45,NA
"4931",4497,5,40,45,46,NA
"4932",4498,3,14,38,NA,NA
"4933",4499,9,42,46,NA,NA
"4934",4500,5,23,28,NA,NA
"4935",4501,4,9,49,NA,NA
"4936",4502,1,7,10,15,22
"4937",49,NA,NA,NA,NA,NA
"4938",4503,1,19,32,41,NA
"4939",4504,1,2,44,46,NA
"4940",4505,8,NA,NA,NA,NA
"4941",4506,11,12,32,43,NA
"4942",4507,10,33,42,NA,NA
"4943",4508,16,32,43,45,NA
"4944",4509,40,NA,NA,NA,NA
"4945",4510,17,18,25,32,NA
"4946",4511,3,5,32,NA,NA
"4947",4512,29,36,43,NA,NA
"4948",4513,27,37,45,48,NA
"4949",4514,2,4,11,38,46
"4950",47,NA,NA,NA,NA,NA
"4951",4515,6,14,22,39,44
"4952",4516,5,7,22,NA,NA
"4953",4517,1,19,31,NA,NA
"4954",4518,7,11,16,21,37
"4955",45,47,NA,NA,NA,NA
"4956",4519,26,33,40,42,NA
"4957",4520,14,44,48,NA,NA
"4958",4521,5,35,42,NA,NA
"4959",4522,6,8,17,NA,NA
"4960",4523,17,24,26,29,47
"4961",4524,19,22,28,NA,NA
"4962",4525,8,32,40,47,48
"4963",4526,23,27,28,NA,NA
"4964",4527,16,32,45,NA,NA
"4965",4528,5,11,22,34,NA
"4966",4529,0,2,46,NA,NA
"4967",4530,17,29,47,NA,NA
"4968",4531,16,32,33,45,NA
"4969",4532,18,35,NA,NA,NA
"4970",4533,4,36,NA,NA,NA
"4971",4534,4,5,9,14,26
"4972",4535,3,29,36,NA,NA
"4973",4536,7,15,46,NA,NA
"4974",4537,17,29,42,47,NA
"4975",4538,28,43,49,NA,NA
"4976",4539,1,5,18,21,NA
"4977",4540,12,NA,NA,NA,NA
"4978",4541,1,19,34,NA,NA
"4979",4542,19,29,44,45,48
"4980",4543,38,48,NA,NA,NA
"4981",4544,6,27,33,42,NA
"4982",4545,4,9,NA,NA,NA
"4983",4546,16,32,45,NA,NA
"4984",4547,5,22,29,31,38
"4985",43,NA,NA,NA,NA,NA
"4986",4548,5,22,35,NA,NA
"4987",4549,1,33,38,42,46
"4988",4550,4,9,21,31,48
"4989",4551,3,18,35,NA,NA
"4990",4552,42,44,NA,NA,NA
"4991",4553,11,18,37,NA,NA
"4992",4554,14,32,44,NA,NA
"4993",4555,17,29,47,NA,NA
"4994",4556,1,13,17,22,28
"4995",36,44,NA,NA,NA,NA
"4996",4557,0,22,46,49,NA
"4997",4558,23,25,31,NA,NA
"4998",4559,1,4,9,11,12
"4999",16,40,NA,NA,NA,NA
"5000",4560,3,10,28,38,NA
"5001",4561,7,15,49,NA,NA
"5002",4562,0,11,17,28,35
"5003",4563,10,14,29,NA,NA
"5004",4564,5,15,22,NA,NA
"5005",4565,22,26,29,33,NA
"5006",4566,27,28,46,NA,NA
"5007",4567,6,9,26,43,47
"5008",4568,4,30,NA,NA,NA
"5009",4569,22,NA,NA,NA,NA
"5010",4570,16,NA,NA,NA,NA
"5011",4571,12,13,36,38,49
"5012",4572,2,16,18,35,39
"5013",4573,10,28,39,43,NA
"5014",4574,7,15,48,49,NA
"5015",4575,13,NA,NA,NA,NA
"5016",4576,3,8,38,41,NA
"5017",4577,3,18,35,NA,NA
"5018",4578,14,44,NA,NA,NA
"5019",4579,17,29,46,47,NA
"5020",4580,23,24,40,41,NA
"5021",4581,0,5,6,18,NA
"5022",4582,1,4,9,24,27
"5023",30,35,37,NA,NA,NA
"5024",4583,10,27,28,36,42
"5025",4584,12,31,34,35,36
"5026",48,NA,NA,NA,NA,NA
"5027",4585,7,16,19,NA,NA
"5028",4586,6,12,13,28,42
"5029",46,NA,NA,NA,NA,NA
"5030",4587,5,22,NA,NA,NA
"5031",4588,2,4,20,34,46
"5032",4589,29,39,48,NA,NA
"5033",4590,14,NA,NA,NA,NA
"5034",4591,27,28,39,NA,NA
"5035",4592,28,NA,NA,NA,NA
"5036",4593,3,18,35,NA,NA
"5037",4594,24,29,44,NA,NA
"5038",4595,12,31,36,48,NA
"5039",4596,14,27,39,44,NA
"5040",4597,12,31,36,48,NA
"5041",4598,3,12,20,24,NA
"5042",4599,23,31,34,43,NA
"5043",4600,18,33,37,48,NA
"5044",4601,27,46,NA,NA,NA
"5045",4602,16,27,32,34,49
"5046",4603,14,26,44,NA,NA
"5047",4604,27,28,NA,NA,NA
"5048",4605,4,9,NA,NA,NA
"5049",4606,4,7,45,NA,NA
"5050",4607,2,11,29,35,40
"5051",43,NA,NA,NA,NA,NA
"5052",4608,5,22,NA,NA,NA
"5053",4609,0,24,46,NA,NA
"5054",4610,0,6,33,NA,NA
"5055",4611,0,2,46,NA,NA
"5056",4612,17,29,47,NA,NA
"5057",4613,8,19,31,NA,NA
"5058",4614,9,32,33,NA,NA
"5059",4615,0,2,46,NA,NA
"5060",4616,5,22,36,NA,NA
"5061",4617,36,41,43,NA,NA
"5062",4618,25,33,NA,NA,NA
"5063",4619,1,19,NA,NA,NA
"5064",4620,16,32,45,NA,NA
"5065",4621,33,42,NA,NA,NA
"5066",4622,4,9,24,38,44
"5067",4623,7,15,49,NA,NA
"5068",4624,9,NA,NA,NA,NA
"5069",4625,14,39,45,NA,NA
"5070",4626,12,22,NA,NA,NA
"5071",4627,16,40,44,NA,NA
"5072",4628,33,36,42,NA,NA
"5073",4629,16,32,NA,NA,NA
"5074",4630,0,18,35,NA,NA
"5075",4631,1,19,45,NA,NA
"5076",4632,28,39,NA,NA,NA
"5077",4633,27,28,48,NA,NA
"5078",4634,1,13,19,24,26
"5079",36,37,NA,NA,NA,NA
"5080",4635,0,1,8,10,15
"5081",28,NA,NA,NA,NA,NA
"5082",4636,17,33,NA,NA,NA
"5083",4637,1,5,17,22,33
"5084",4638,1,6,15,19,NA
"5085",4639,33,42,NA,NA,NA
"5086",4640,7,15,49,NA,NA
"5087",4641,9,23,36,38,NA
"5088",4642,4,9,31,NA,NA
"5089",4643,16,32,45,NA,NA
"5090",4644,30,35,NA,NA,NA
"5091",4645,22,33,39,42,NA
"5092",4646,5,10,22,NA,NA
"5093",4647,1,5,31,38,NA
"5094",4648,16,32,45,NA,NA
"5095",4649,18,27,49,NA,NA
"5096",4650,14,17,31,44,45
"5097",4651,27,NA,NA,NA,NA
"5098",4652,1,14,28,38,48
"5099",4653,16,32,NA,NA,NA
"5100",4654,28,30,NA,NA,NA
"5101",4655,16,32,45,NA,NA
"5102",4656,9,12,46,NA,NA
"5103",4657,5,22,NA,NA,NA
"5104",4658,21,41,NA,NA,NA
"5105",4659,33,42,NA,NA,NA
"5106",4660,1,41,NA,NA,NA
"5107",4661,37,48,NA,NA,NA
"5108",4662,28,33,42,NA,NA
"5109",4663,4,9,19,28,NA
"5110",4664,17,29,47,NA,NA
"5111",4665,5,19,22,27,48
"5112",4666,23,47,NA,NA,NA
"5113",4667,8,19,NA,NA,NA
"5114",4668,22,NA,NA,NA,NA
"5115",4669,40,44,45,NA,NA
"5116",4670,4,9,NA,NA,NA
"5117",4671,35,NA,NA,NA,NA
"5118",4672,22,37,NA,NA,NA
"5119",4673,14,29,NA,NA,NA
"5120",4674,33,40,42,NA,NA
"5121",4675,1,19,NA,NA,NA
"5122",4676,7,11,37,NA,NA
"5123",4677,12,25,26,27,28
"5124",34,NA,NA,NA,NA,NA
"5125",4678,2,5,13,22,NA
"5126",4679,16,29,35,47,NA
"5127",4680,4,14,29,33,NA
"5128",4681,7,26,33,42,NA
"5129",4682,16,31,NA,NA,NA
"5130",4683,4,30,31,34,NA
"5131",4684,3,9,18,35,NA
"5132",4685,3,33,35,39,42
"5133",4686,7,15,49,NA,NA
"5134",4687,17,29,47,NA,NA
"5135",4688,17,NA,NA,NA,NA
"5136",4689,4,40,NA,NA,NA
"5137",4690,11,17,18,NA,NA
"5138",4691,0,2,11,38,41
"5139",4692,3,4,9,10,28
"5140",38,NA,NA,NA,NA,NA
"5141",4693,7,15,49,NA,NA
"5142",4694,0,3,4,18,24
"5143",35,NA,NA,NA,NA,NA
"5144",4695,0,2,7,28,39
"5145",46,NA,NA,NA,NA,NA
"5146",4696,16,32,45,NA,NA
"5147",4697,20,43,NA,NA,NA
"5148",4698,12,31,36,48,NA
"5149",4699,7,15,NA,NA,NA
"5150",4700,7,11,37,45,NA
"5151",4701,10,27,28,NA,NA
"5152",4702,1,39,NA,NA,NA
"5153",4703,23,43,NA,NA,NA
"5154",4704,7,11,37,45,NA
"5155",4705,6,39,40,49,NA
"5156",4706,17,34,44,NA,NA
"5157",4707,4,9,NA,NA,NA
"5158",4708,5,27,28,34,43
"5159",4709,14,44,NA,NA,NA
"5160",4710,4,9,11,31,NA
"5161",4711,3,18,35,NA,NA
"5162",4712,13,18,22,37,39
"5163",49,NA,NA,NA,NA,NA
"5164",4713,4,9,NA,NA,NA
"5165",4714,1,14,23,NA,NA
"5166",4715,9,16,24,41,NA
"5167",4716,10,21,28,36,NA
"5168",4717,0,18,37,42,NA
"5169",4718,12,23,25,29,34
"5170",4719,19,30,39,NA,NA
"5171",4720,23,24,28,40,41
"5172",43,NA,NA,NA,NA,NA
"5173",4721,15,32,NA,NA,NA
"5174",4722,7,11,37,45,NA
"5175",4723,14,33,38,42,NA
"5176",4724,12,14,17,24,29
"5177",47,NA,NA,NA,NA,NA
"5178",4725,6,9,31,47,NA
"5179",4726,4,33,NA,NA,NA
"5180",4727,9,28,NA,NA,NA
"5181",4728,18,43,NA,NA,NA
"5182",4729,27,28,29,NA,NA
"5183",4730,3,18,35,NA,NA
"5184",4731,4,15,NA,NA,NA
"5185",4732,1,20,21,NA,NA
"5186",4733,5,22,25,NA,NA
"5187",4734,3,11,15,18,23
"5188",26,35,38,NA,NA,NA
"5189",4735,11,14,19,21,33
"5190",44,46,NA,NA,NA,NA
"5191",4736,1,19,NA,NA,NA
"5192",4737,18,35,43,NA,NA
"5193",4738,12,19,24,31,48
"5194",4739,2,NA,NA,NA,NA
"5195",4740,0,32,46,NA,NA
"5196",4741,31,36,43,NA,NA
"5197",4742,7,34,NA,NA,NA
"5198",4743,3,18,35,NA,NA
"5199",4744,14,29,33,42,NA
"5200",4745,17,47,NA,NA,NA
"5201",4746,4,9,23,41,46
"5202",4747,29,NA,NA,NA,NA
"5203",4748,13,16,21,23,NA
"5204",4749,4,9,NA,NA,NA
"5205",4750,25,43,NA,NA,NA
"5206",4751,33,35,37,38,42
"5207",4752,5,16,22,40,NA
"5208",4753,6,8,24,25,27
"5209",33,47,NA,NA,NA,NA
"5210",4754,22,23,25,26,30
"5211",45,NA,NA,NA,NA,NA
"5212",4755,17,33,42,NA,NA
"5213",4756,17,29,47,NA,NA
"5214",4757,14,16,32,45,NA
"5215",4758,2,9,13,NA,NA
"5216",4759,26,27,NA,NA,NA
"5217",4760,4,22,24,NA,NA
"5218",4761,1,19,NA,NA,NA
"5219",4762,16,20,24,32,NA
"5220",4763,6,8,17,28,29
"5221",35,NA,NA,NA,NA,NA
"5222",4764,1,8,13,14,30
"5223",44,NA,NA,NA,NA,NA
"5224",4765,16,32,45,NA,NA
"5225",4766,0,2,46,NA,NA
"5226",4767,17,29,47,NA,NA
"5227",4768,30,41,NA,NA,NA
"5228",4769,11,16,32,NA,NA
"5229",4770,27,28,30,NA,NA
"5230",4771,4,13,16,19,20
"5231",31,34,39,NA,NA,NA
"5232",4772,7,14,16,21,27
"5233",28,46,NA,NA,NA,NA
"5234",4773,12,31,36,48,NA
"5235",4774,17,29,47,NA,NA
"5236",4775,27,28,NA,NA,NA
"5237",4776,16,32,45,NA,NA
"5238",4777,1,8,18,20,35
"5239",39,44,NA,NA,NA,NA
"5240",4778,7,33,42,NA,NA
"5241",4779,27,28,40,49,NA
"5242",4780,15,24,29,42,NA
"5243",4781,3,8,18,20,29
"5244",33,NA,NA,NA,NA,NA
"5245",4782,28,43,NA,NA,NA
"5246",4783,7,11,37,45,NA
"5247",4784,6,33,38,NA,NA
"5248",4785,7,9,15,16,28
"5249",47,49,NA,NA,NA,NA
"5250",4786,0,20,44,NA,NA
"5251",4787,17,18,47,NA,NA
"5252",4788,7,14,15,49,NA
"5253",4789,4,9,33,36,NA
"5254",4790,13,17,47,NA,NA
"5255",4791,0,1,17,21,46
"5256",4792,4,7,33,36,46
"5257",4793,0,2,36,46,NA
"5258",4794,0,2,46,NA,NA
"5259",4795,0,7,14,44,NA
"5260",4796,17,27,28,NA,NA
"5261",4797,6,27,29,33,NA
"5262",4798,0,2,46,NA,NA
"5263",4799,1,6,48,NA,NA
"5264",4800,7,11,37,45,NA
"5265",4801,7,11,37,45,NA
"5266",4802,14,33,42,NA,NA
"5267",4803,1,19,NA,NA,NA
"5268",4804,16,31,32,45,NA
"5269",4805,3,10,18,32,40
"5270",47,NA,NA,NA,NA,NA
"5271",4806,8,12,19,NA,NA
"5272",4807,0,1,2,20,27
"5273",30,43,NA,NA,NA,NA
"5274",4808,33,42,NA,NA,NA
"5275",4809,31,NA,NA,NA,NA
"5276",4810,18,21,27,28,42
"5277",4811,0,2,46,NA,NA
"5278",4812,22,24,39,NA,NA
"5279",4813,10,35,NA,NA,NA
"5280",4814,2,21,31,NA,NA
"5281",4815,7,9,16,31,43
"5282",48,NA,NA,NA,NA,NA
"5283",4816,33,42,43,46,NA
"5284",4817,2,4,5,22,47
"5285",4818,4,12,29,31,32
"5286",36,47,48,NA,NA,NA
"5287",4819,1,19,NA,NA,NA
"5288",4820,16,43,49,NA,NA
"5289",4821,4,9,16,18,38
"5290",4822,1,19,NA,NA,NA
"5291",4823,4,9,43,NA,NA
"5292",4824,14,28,44,NA,NA
"5293",4825,27,28,NA,NA,NA
"5294",4826,11,16,21,32,43
"5295",45,NA,NA,NA,NA,NA
"5296",4827,16,32,41,45,NA
"5297",4828,8,19,35,NA,NA
"5298",4829,5,19,23,27,38
"5299",49,NA,NA,NA,NA,NA
"5300",4830,4,21,22,44,47
"5301",4831,9,33,NA,NA,NA
"5302",4832,4,9,10,NA,NA
"5303",4833,0,22,24,34,NA
"5304",4834,22,33,37,42,NA
"5305",4835,7,15,49,NA,NA
"5306",4836,16,28,32,45,NA
"5307",4837,7,11,37,45,NA
"5308",4838,6,14,44,49,NA
"5309",4839,18,36,41,NA,NA
"5310",4840,13,21,45,NA,NA
"5311",4841,5,12,18,22,23
"5312",35,38,NA,NA,NA,NA
"5313",4842,3,18,35,NA,NA
"5314",4843,12,31,36,48,NA
"5315",4844,19,36,41,43,44
"5316",4845,0,7,33,42,44
