"","V1","V2","V3","V4","V5","V6","V7","V8"
"13321",13067,0,46,NA,NA,NA,NA,NA
"13322",13068,12,17,20,25,32,46,NA
"13323",13069,3,17,47,NA,NA,NA,NA
"13324",13070,24,41,44,NA,NA,NA,NA
"13325",13071,18,38,46,NA,NA,NA,NA
"13326",13072,3,14,20,34,41,NA,NA
"13327",13073,23,24,40,41,43,NA,NA
"13328",13074,0,6,25,27,38,43,NA
"13329",13075,12,31,36,48,NA,NA,NA
"13330",13076,0,2,39,42,46,47,48
"13331",13077,12,31,36,48,NA,NA,NA
"13332",13078,0,2,37,46,NA,NA,NA
"13333",13079,7,15,49,NA,NA,NA,NA
"13334",13080,3,8,42,NA,NA,NA,NA
"13335",13081,14,18,47,NA,NA,NA,NA
"13336",13082,10,17,19,NA,NA,NA,NA
"13337",13083,12,31,36,48,NA,NA,NA
"13338",13084,3,13,17,41,46,NA,NA
"13339",13085,4,14,24,NA,NA,NA,NA
"13340",13086,10,16,20,25,27,28,36
"13341",13087,22,23,NA,NA,NA,NA,NA
"13342",13088,16,32,45,NA,NA,NA,NA
"13343",13089,6,40,NA,NA,NA,NA,NA
"13344",13090,1,19,34,NA,NA,NA,NA
"13345",13091,23,24,40,41,NA,NA,NA
"13346",13092,5,22,33,41,44,NA,NA
"13347",13093,5,7,15,49,NA,NA,NA
"13348",13094,3,18,35,NA,NA,NA,NA
"13349",13095,35,44,NA,NA,NA,NA,NA
"13350",13096,24,26,27,28,NA,NA,NA
"13351",13097,12,31,36,NA,NA,NA,NA
"13352",13098,5,21,22,NA,NA,NA,NA
"13353",13099,17,29,47,NA,NA,NA,NA
"13354",13100,0,2,46,NA,NA,NA,NA
"13355",13101,10,28,49,NA,NA,NA,NA
"13356",13102,19,23,25,40,49,NA,NA
"13357",13103,0,2,21,46,NA,NA,NA
"13358",13104,9,12,13,NA,NA,NA,NA
"13359",13105,4,9,NA,NA,NA,NA,NA
"13360",13106,0,5,8,22,NA,NA,NA
"13361",13107,16,32,45,NA,NA,NA,NA
"13362",13108,7,10,39,NA,NA,NA,NA
"13363",13109,3,10,28,37,46,NA,NA
"13364",13110,13,33,41,46,48,NA,NA
"13365",13111,9,16,38,44,NA,NA,NA
"13366",13112,3,18,35,NA,NA,NA,NA
"13367",13113,27,28,NA,NA,NA,NA,NA
"13368",13114,1,6,24,28,NA,NA,NA
"13369",13115,1,14,24,44,NA,NA,NA
"13370",13116,6,17,29,41,42,NA,NA
"13371",13117,10,11,19,24,38,41,NA
"13372",13118,8,16,27,37,NA,NA,NA
"13373",13119,26,NA,NA,NA,NA,NA,NA
"13374",13120,7,15,49,NA,NA,NA,NA
"13375",13121,5,14,15,24,NA,NA,NA
"13376",13122,0,9,29,39,NA,NA,NA
"13377",13123,19,45,NA,NA,NA,NA,NA
"13378",13124,0,16,20,44,NA,NA,NA
"13379",13125,8,14,44,NA,NA,NA,NA
"13380",13126,14,44,NA,NA,NA,NA,NA
"13381",13127,16,32,45,NA,NA,NA,NA
"13382",13128,32,36,NA,NA,NA,NA,NA
"13383",13129,9,NA,NA,NA,NA,NA,NA
"13384",13130,17,29,42,47,NA,NA,NA
"13385",13131,14,44,NA,NA,NA,NA,NA
"13386",13132,15,20,28,NA,NA,NA,NA
"13387",13133,17,29,41,47,NA,NA,NA
"13388",13134,13,18,34,35,40,NA,NA
"13389",13135,0,35,38,NA,NA,NA,NA
"13390",13136,20,38,NA,NA,NA,NA,NA
"13391",13137,2,18,22,38,NA,NA,NA
"13392",13138,0,2,46,NA,NA,NA,NA
"13393",13139,13,18,19,25,NA,NA,NA
"13394",13140,7,16,17,24,29,46,47
"13395",13141,4,12,17,24,45,NA,NA
"13396",13142,0,15,17,22,25,47,NA
"13397",13143,47,NA,NA,NA,NA,NA,NA
"13398",13144,27,42,44,NA,NA,NA,NA
"13399",13145,4,9,12,30,31,NA,NA
"13400",13146,0,2,46,NA,NA,NA,NA
"13401",13147,17,47,NA,NA,NA,NA,NA
"13402",13148,1,19,37,48,NA,NA,NA
"13403",13149,17,29,31,47,NA,NA,NA
"13404",13150,6,14,17,NA,NA,NA,NA
"13405",13151,11,33,34,40,44,45,NA
"13406",13152,6,NA,NA,NA,NA,NA,NA
"13407",13153,4,24,38,NA,NA,NA,NA
"13408",13154,18,35,NA,NA,NA,NA,NA
"13409",13155,17,41,47,NA,NA,NA,NA
"13410",13156,1,8,12,14,31,46,NA
"13411",13157,16,19,32,42,45,NA,NA
"13412",13158,27,28,NA,NA,NA,NA,NA
"13413",13159,12,NA,NA,NA,NA,NA,NA
"13414",13160,6,11,NA,NA,NA,NA,NA
"13415",13161,21,24,35,NA,NA,NA,NA
"13416",13162,23,NA,NA,NA,NA,NA,NA
"13417",13163,6,12,17,23,29,35,47
"13418",49,NA,NA,NA,NA,NA,NA,NA
"13419",13164,12,26,33,39,42,45,NA
"13420",13165,12,31,36,48,NA,NA,NA
"13421",13166,13,16,28,NA,NA,NA,NA
"13422",13167,5,22,42,NA,NA,NA,NA
"13423",13168,11,22,23,NA,NA,NA,NA
"13424",13169,5,22,NA,NA,NA,NA,NA
"13425",13170,35,47,NA,NA,NA,NA,NA
"13426",13171,3,10,21,28,30,40,NA
"13427",13172,2,7,23,31,33,NA,NA
"13428",13173,10,14,44,47,NA,NA,NA
"13429",13174,7,9,40,43,45,NA,NA
"13430",13175,0,2,20,21,32,34,38
"13431",46,NA,NA,NA,NA,NA,NA,NA
"13432",13176,29,45,NA,NA,NA,NA,NA
"13433",13177,0,2,46,NA,NA,NA,NA
"13434",13178,2,5,7,28,42,45,47
"13435",13179,9,15,36,41,44,49,NA
"13436",13180,7,15,49,NA,NA,NA,NA
"13437",13181,4,9,23,45,NA,NA,NA
"13438",13182,27,28,NA,NA,NA,NA,NA
"13439",13183,6,14,35,44,NA,NA,NA
"13440",13184,32,42,NA,NA,NA,NA,NA
"13441",13185,3,9,10,20,22,NA,NA
"13442",13186,11,18,28,NA,NA,NA,NA
"13443",13187,28,32,NA,NA,NA,NA,NA
"13444",13188,7,15,44,49,NA,NA,NA
"13445",13189,9,12,27,31,36,NA,NA
"13446",13190,16,32,45,NA,NA,NA,NA
"13447",13191,7,11,37,45,NA,NA,NA
"13448",13192,3,16,NA,NA,NA,NA,NA
"13449",13193,12,NA,NA,NA,NA,NA,NA
"13450",13194,0,31,43,46,NA,NA,NA
"13451",13195,33,42,NA,NA,NA,NA,NA
"13452",13196,2,4,9,20,25,46,NA
"13453",13197,34,36,38,NA,NA,NA,NA
"13454",13198,23,24,40,41,43,NA,NA
"13455",13199,2,NA,NA,NA,NA,NA,NA
"13456",13200,4,41,43,NA,NA,NA,NA
"13457",13201,8,19,NA,NA,NA,NA,NA
"13458",13202,4,9,NA,NA,NA,NA,NA
"13459",13203,27,28,40,NA,NA,NA,NA
"13460",13204,4,9,NA,NA,NA,NA,NA
"13461",13205,33,42,NA,NA,NA,NA,NA
"13462",13206,24,42,NA,NA,NA,NA,NA
"13463",13207,7,11,37,45,NA,NA,NA
"13464",13208,1,19,28,48,NA,NA,NA
"13465",13209,20,28,33,NA,NA,NA,NA
"13466",13210,14,44,NA,NA,NA,NA,NA
"13467",13211,3,33,42,NA,NA,NA,NA
"13468",13212,6,9,20,24,33,36,NA
"13469",13213,4,NA,NA,NA,NA,NA,NA
"13470",13214,6,13,14,44,NA,NA,NA
"13471",13215,3,9,26,31,36,41,45
"13472",13216,9,16,46,NA,NA,NA,NA
"13473",13217,23,24,40,41,43,NA,NA
"13474",13218,16,32,36,45,NA,NA,NA
"13475",13219,1,10,12,30,44,48,NA
"13476",13220,31,35,NA,NA,NA,NA,NA
"13477",13221,44,NA,NA,NA,NA,NA,NA
"13478",13222,3,9,NA,NA,NA,NA,NA
"13479",13223,13,30,NA,NA,NA,NA,NA
"13480",13224,17,18,47,NA,NA,NA,NA
"13481",13225,1,12,27,28,29,30,32
"13482",40,NA,NA,NA,NA,NA,NA,NA
"13483",13226,7,11,37,45,NA,NA,NA
"13484",13227,28,43,NA,NA,NA,NA,NA
"13485",13228,2,9,44,47,NA,NA,NA
"13486",13229,2,5,11,27,28,33,44
"13487",13230,4,5,21,22,NA,NA,NA
"13488",13231,7,15,NA,NA,NA,NA,NA
"13489",13232,11,NA,NA,NA,NA,NA,NA
"13490",13233,2,11,14,36,41,NA,NA
"13491",13234,2,30,32,44,NA,NA,NA
"13492",13235,14,44,NA,NA,NA,NA,NA
"13493",13236,17,29,35,NA,NA,NA,NA
"13494",13237,17,21,23,NA,NA,NA,NA
"13495",13238,4,9,24,NA,NA,NA,NA
"13496",13239,7,11,19,37,40,45,NA
"13497",13240,0,34,NA,NA,NA,NA,NA
"13498",13241,22,NA,NA,NA,NA,NA,NA
"13499",13242,41,NA,NA,NA,NA,NA,NA
"13500",13243,5,17,19,NA,NA,NA,NA
"13501",13244,10,17,18,21,25,26,34
"13502",42,NA,NA,NA,NA,NA,NA,NA
"13503",13245,23,24,40,41,43,NA,NA
"13504",13246,7,12,15,34,36,NA,NA
"13505",13247,8,18,33,36,49,NA,NA
"13506",13248,28,42,NA,NA,NA,NA,NA
"13507",13249,5,7,22,30,NA,NA,NA
"13508",13250,12,38,45,NA,NA,NA,NA
"13509",13251,7,11,37,45,NA,NA,NA
"13510",13252,4,24,26,NA,NA,NA,NA
"13511",13253,0,33,41,48,NA,NA,NA
"13512",13254,6,25,37,39,49,NA,NA
"13513",13255,1,26,37,41,46,NA,NA
"13514",13256,1,18,35,NA,NA,NA,NA
"13515",13257,21,27,28,NA,NA,NA,NA
"13516",13258,13,14,17,23,31,41,45
"13517",13259,4,5,40,NA,NA,NA,NA
"13518",13260,0,2,23,NA,NA,NA,NA
"13519",13261,16,28,46,NA,NA,NA,NA
"13520",13262,27,28,NA,NA,NA,NA,NA
"13521",13263,16,17,32,45,NA,NA,NA
"13522",13264,3,18,35,NA,NA,NA,NA
"13523",13265,7,19,30,31,NA,NA,NA
"13524",13266,4,9,16,39,NA,NA,NA
"13525",13267,5,7,22,NA,NA,NA,NA
"13526",13268,23,NA,NA,NA,NA,NA,NA
"13527",13269,6,22,30,44,NA,NA,NA
"13528",13270,0,33,34,37,42,44,47
"13529",13271,33,39,42,44,NA,NA,NA
"13530",13272,26,28,NA,NA,NA,NA,NA
"13531",13273,7,11,37,45,NA,NA,NA
"13532",13274,15,21,NA,NA,NA,NA,NA
"13533",13275,20,28,38,39,NA,NA,NA
"13534",13276,9,31,35,NA,NA,NA,NA
"13535",13277,0,31,41,NA,NA,NA,NA
"13536",13278,17,29,47,NA,NA,NA,NA
"13537",13279,12,31,36,48,NA,NA,NA
"13538",13280,5,11,12,16,21,34,45
"13539",46,NA,NA,NA,NA,NA,NA,NA
"13540",13281,3,18,35,NA,NA,NA,NA
"13541",13282,2,32,37,NA,NA,NA,NA
"13542",13283,0,40,42,NA,NA,NA,NA
"13543",13284,6,31,33,44,NA,NA,NA
"13544",13285,30,34,NA,NA,NA,NA,NA
"13545",13286,0,2,7,40,46,NA,NA
"13546",13287,17,29,47,NA,NA,NA,NA
"13547",13288,33,39,42,45,NA,NA,NA
"13548",13289,4,9,19,29,NA,NA,NA
"13549",13290,33,42,48,NA,NA,NA,NA
"13550",13291,27,31,34,NA,NA,NA,NA
"13551",13292,8,16,37,NA,NA,NA,NA
"13552",13293,0,9,14,17,20,38,41
"13553",46,NA,NA,NA,NA,NA,NA,NA
"13554",13294,1,19,NA,NA,NA,NA,NA
"13555",13295,12,31,36,48,NA,NA,NA
"13556",13296,21,28,NA,NA,NA,NA,NA
"13557",13297,17,29,47,NA,NA,NA,NA
"13558",13298,2,8,NA,NA,NA,NA,NA
"13559",13299,4,17,NA,NA,NA,NA,NA
"13560",13300,1,5,25,34,37,NA,NA
"13561",13301,2,22,NA,NA,NA,NA,NA
"13562",13302,16,32,45,NA,NA,NA,NA
"13563",13303,5,7,11,37,45,48,NA
"13564",13304,0,23,24,40,41,42,43
"13565",46,NA,NA,NA,NA,NA,NA,NA
"13566",13305,15,31,NA,NA,NA,NA,NA
"13567",13306,18,34,35,39,NA,NA,NA
"13568",13307,17,29,38,47,NA,NA,NA
"13569",13308,33,42,NA,NA,NA,NA,NA
"13570",13309,5,22,31,43,NA,NA,NA
"13571",13310,5,29,36,47,NA,NA,NA
"13572",13311,12,42,45,NA,NA,NA,NA
"13573",13312,4,9,NA,NA,NA,NA,NA
"13574",13313,23,24,40,41,43,NA,NA
"13575",13314,4,18,43,NA,NA,NA,NA
"13576",13315,4,9,NA,NA,NA,NA,NA
"13577",13316,7,15,49,NA,NA,NA,NA
"13578",13317,33,42,NA,NA,NA,NA,NA
"13579",13318,23,24,40,41,43,NA,NA
"13580",13319,21,26,37,40,NA,NA,NA
"13581",13320,26,30,46,NA,NA,NA,NA
"13582",13321,8,14,24,34,44,NA,NA
"13583",13322,0,2,13,46,NA,NA,NA
"13584",13323,12,15,18,22,31,36,43
"13585",48,NA,NA,NA,NA,NA,NA,NA
"13586",13324,14,17,44,NA,NA,NA,NA
"13587",13325,14,38,NA,NA,NA,NA,NA
"13588",13326,16,27,28,NA,NA,NA,NA
"13589",13327,14,20,43,NA,NA,NA,NA
"13590",13328,2,12,NA,NA,NA,NA,NA
"13591",13329,16,32,45,NA,NA,NA,NA
"13592",13330,7,11,37,45,NA,NA,NA
"13593",13331,23,24,40,41,43,NA,NA
"13594",13332,20,21,34,NA,NA,NA,NA
"13595",13333,22,NA,NA,NA,NA,NA,NA
"13596",13334,7,11,37,45,NA,NA,NA
"13597",13335,4,7,NA,NA,NA,NA,NA
"13598",13336,9,22,41,49,NA,NA,NA
"13599",13337,4,9,NA,NA,NA,NA,NA
"13600",13338,17,29,47,NA,NA,NA,NA
"13601",13339,0,46,NA,NA,NA,NA,NA
"13602",13340,14,44,NA,NA,NA,NA,NA
"13603",13341,1,13,23,26,NA,NA,NA
"13604",13342,16,32,45,NA,NA,NA,NA
"13605",13343,5,26,42,NA,NA,NA,NA
"13606",13344,23,24,40,41,43,NA,NA
"13607",13345,1,4,13,19,32,33,34
"13608",13346,7,11,25,37,45,NA,NA
"13609",13347,1,19,NA,NA,NA,NA,NA
"13610",13348,0,1,9,33,44,NA,NA
"13611",13349,23,24,40,41,43,NA,NA
"13612",13350,3,18,35,NA,NA,NA,NA
"13613",13351,23,NA,NA,NA,NA,NA,NA
"13614",13352,2,16,45,NA,NA,NA,NA
"13615",13353,27,28,49,NA,NA,NA,NA
"13616",13354,13,22,27,41,48,NA,NA
"13617",13355,8,14,16,32,35,37,42
"13618",45,NA,NA,NA,NA,NA,NA,NA
"13619",13356,15,25,28,NA,NA,NA,NA
"13620",13357,13,23,46,NA,NA,NA,NA
"13621",13358,17,NA,NA,NA,NA,NA,NA
"13622",13359,0,46,NA,NA,NA,NA,NA
"13623",13360,10,14,28,35,39,NA,NA
"13624",13361,16,23,32,NA,NA,NA,NA
"13625",13362,23,32,33,42,NA,NA,NA
"13626",13363,14,NA,NA,NA,NA,NA,NA
"13627",13364,10,15,23,25,44,NA,NA
"13628",13365,24,NA,NA,NA,NA,NA,NA
"13629",13366,0,28,NA,NA,NA,NA,NA
"13630",13367,17,28,47,NA,NA,NA,NA
"13631",13368,16,25,48,NA,NA,NA,NA
"13632",13369,1,14,33,38,44,NA,NA
"13633",13370,5,7,11,15,26,46,49
"13634",13371,5,23,24,40,41,43,NA
"13635",13372,4,9,17,43,47,NA,NA
"13636",13373,33,42,NA,NA,NA,NA,NA
"13637",13374,19,31,NA,NA,NA,NA,NA
"13638",13375,5,17,46,NA,NA,NA,NA
"13639",13376,7,11,37,45,NA,NA,NA
"13640",13377,1,4,21,NA,NA,NA,NA
"13641",13378,1,7,11,15,49,NA,NA
"13642",13379,3,18,35,NA,NA,NA,NA
"13643",13380,14,38,48,NA,NA,NA,NA
"13644",13381,0,14,21,23,25,30,34
"13645",13382,3,28,29,47,NA,NA,NA
"13646",13383,1,2,9,23,28,42,49
"13647",13384,1,13,19,32,36,40,NA
"13648",13385,5,16,49,NA,NA,NA,NA
"13649",13386,10,32,34,NA,NA,NA,NA
"13650",13387,22,38,42,NA,NA,NA,NA
"13651",13388,4,27,48,NA,NA,NA,NA
"13652",13389,7,15,33,49,NA,NA,NA
"13653",13390,12,23,36,39,42,44,NA
"13654",13391,9,27,28,29,38,NA,NA
"13655",13392,4,9,28,NA,NA,NA,NA
"13656",13393,18,32,35,NA,NA,NA,NA
"13657",13394,20,27,29,31,39,48,NA
"13658",13395,29,30,31,47,NA,NA,NA
"13659",13396,3,18,35,NA,NA,NA,NA
"13660",13397,12,31,36,48,49,NA,NA
"13661",13398,36,38,47,NA,NA,NA,NA
"13662",13399,21,36,NA,NA,NA,NA,NA
"13663",13400,32,41,49,NA,NA,NA,NA
"13664",13401,23,35,46,NA,NA,NA,NA
"13665",13402,0,2,35,46,NA,NA,NA
"13666",13403,16,27,32,41,45,NA,NA
"13667",13404,0,2,46,NA,NA,NA,NA
"13668",13405,16,32,NA,NA,NA,NA,NA
"13669",13406,0,3,5,7,13,29,32
"13670",49,NA,NA,NA,NA,NA,NA,NA
"13671",13407,14,18,38,44,NA,NA,NA
"13672",13408,0,2,46,NA,NA,NA,NA
"13673",13409,16,26,43,48,NA,NA,NA
"13674",13410,8,25,28,42,47,NA,NA
"13675",13411,7,11,37,45,NA,NA,NA
"13676",13412,0,6,26,NA,NA,NA,NA
"13677",13413,5,6,22,NA,NA,NA,NA
"13678",13414,4,9,NA,NA,NA,NA,NA
"13679",13415,1,14,18,26,27,44,NA
"13680",13416,5,22,26,32,NA,NA,NA
"13681",13417,1,19,31,38,NA,NA,NA
"13682",13418,3,18,35,NA,NA,NA,NA
"13683",13419,7,11,37,45,NA,NA,NA
"13684",13420,13,22,28,36,37,38,44
"13685",45,NA,NA,NA,NA,NA,NA,NA
"13686",13421,18,29,49,NA,NA,NA,NA
"13687",13422,16,32,37,45,NA,NA,NA
"13688",13423,1,4,9,17,31,NA,NA
"13689",13424,6,27,28,29,31,NA,NA
"13690",13425,0,2,26,46,NA,NA,NA
"13691",13426,1,11,19,NA,NA,NA,NA
"13692",13427,0,2,46,NA,NA,NA,NA
"13693",13428,5,9,10,14,17,26,45
"13694",13429,22,29,47,NA,NA,NA,NA
"13695",13430,21,26,32,NA,NA,NA,NA
"13696",13431,1,15,NA,NA,NA,NA,NA
"13697",13432,6,19,26,NA,NA,NA,NA
"13698",13433,5,9,12,40,43,49,NA
"13699",13434,5,22,48,NA,NA,NA,NA
"13700",13435,3,18,35,NA,NA,NA,NA
"13701",13436,9,32,41,NA,NA,NA,NA
"13702",13437,3,19,25,30,NA,NA,NA
"13703",13438,13,36,43,46,NA,NA,NA
"13704",13439,30,NA,NA,NA,NA,NA,NA
"13705",13440,5,7,NA,NA,NA,NA,NA
"13706",13441,6,22,23,40,NA,NA,NA
"13707",13442,7,15,24,25,27,38,42
"13708",49,NA,NA,NA,NA,NA,NA,NA
"13709",13443,5,12,21,22,NA,NA,NA
"13710",13444,3,4,11,25,27,28,34
"13711",43,NA,NA,NA,NA,NA,NA,NA
"13712",13445,17,29,47,NA,NA,NA,NA
"13713",13446,4,9,NA,NA,NA,NA,NA
"13714",13447,2,7,11,21,37,45,NA
"13715",13448,14,44,NA,NA,NA,NA,NA
"13716",13449,23,24,40,41,43,NA,NA
"13717",13450,35,37,NA,NA,NA,NA,NA
"13718",13451,3,4,19,20,21,33,39
"13719",13452,9,16,32,45,NA,NA,NA
"13720",13453,3,18,35,NA,NA,NA,NA
"13721",13454,11,NA,NA,NA,NA,NA,NA
"13722",13455,1,16,19,27,NA,NA,NA
"13723",13456,21,42,NA,NA,NA,NA,NA
"13724",13457,1,4,32,49,NA,NA,NA
"13725",13458,8,18,41,48,NA,NA,NA
"13726",13459,16,21,32,45,NA,NA,NA
"13727",13460,7,42,46,NA,NA,NA,NA
"13728",13461,3,7,28,34,NA,NA,NA
"13729",13462,42,NA,NA,NA,NA,NA,NA
"13730",13463,0,2,46,NA,NA,NA,NA
"13731",13464,0,13,16,32,45,NA,NA
"13732",13465,23,24,40,41,43,NA,NA
"13733",13466,5,33,42,43,NA,NA,NA
"13734",13467,17,29,47,NA,NA,NA,NA
"13735",13468,23,24,40,41,43,NA,NA
"13736",13469,14,44,NA,NA,NA,NA,NA
"13737",13470,17,29,47,NA,NA,NA,NA
"13738",13471,18,35,NA,NA,NA,NA,NA
"13739",13472,18,31,35,NA,NA,NA,NA
"13740",13473,34,42,NA,NA,NA,NA,NA
"13741",13474,0,47,NA,NA,NA,NA,NA
"13742",13475,2,7,8,32,38,NA,NA
"13743",13476,16,32,45,NA,NA,NA,NA
"13744",13477,23,24,40,41,NA,NA,NA
"13745",13478,12,33,39,44,48,NA,NA
"13746",13479,5,18,25,NA,NA,NA,NA
"13747",13480,6,10,45,NA,NA,NA,NA
"13748",13481,5,22,NA,NA,NA,NA,NA
"13749",13482,10,11,31,35,NA,NA,NA
"13750",13483,5,27,38,46,NA,NA,NA
"13751",13484,2,14,35,44,NA,NA,NA
"13752",13485,41,NA,NA,NA,NA,NA,NA
"13753",13486,3,37,49,NA,NA,NA,NA
"13754",13487,0,2,38,46,NA,NA,NA
"13755",13488,9,31,NA,NA,NA,NA,NA
"13756",13489,15,17,21,29,47,NA,NA
"13757",13490,14,16,21,29,41,42,44
"13758",13491,42,NA,NA,NA,NA,NA,NA
"13759",13492,23,24,40,41,NA,NA,NA
"13760",13493,8,16,17,23,25,30,NA
"13761",13494,0,11,14,42,44,NA,NA
"13762",13495,15,16,24,32,NA,NA,NA
"13763",13496,7,11,37,45,NA,NA,NA
"13764",13497,23,24,40,41,43,NA,NA
"13765",13498,7,11,37,45,NA,NA,NA
"13766",13499,5,22,NA,NA,NA,NA,NA
"13767",13500,12,14,30,44,NA,NA,NA
"13768",13501,16,32,45,NA,NA,NA,NA
"13769",13502,23,24,40,41,43,NA,NA
"13770",13503,33,NA,NA,NA,NA,NA,NA
"13771",13504,20,28,NA,NA,NA,NA,NA
"13772",13505,0,2,46,NA,NA,NA,NA
"13773",13506,4,NA,NA,NA,NA,NA,NA
"13774",13507,27,28,NA,NA,NA,NA,NA
"13775",13508,6,16,32,45,NA,NA,NA
"13776",13509,36,37,42,NA,NA,NA,NA
"13777",13510,7,8,36,38,39,44,NA
"13778",13511,0,46,NA,NA,NA,NA,NA
"13779",13512,3,9,10,25,44,NA,NA
"13780",13513,17,35,42,47,NA,NA,NA
"13781",13514,18,21,49,NA,NA,NA,NA
"13782",13515,13,45,NA,NA,NA,NA,NA
"13783",13516,4,9,NA,NA,NA,NA,NA
"13784",13517,13,18,22,29,41,46,NA
"13785",13518,27,29,43,NA,NA,NA,NA
"13786",13519,1,15,27,39,46,NA,NA
"13787",13520,5,22,46,NA,NA,NA,NA
"13788",13521,5,20,22,NA,NA,NA,NA
"13789",13522,7,15,49,NA,NA,NA,NA
"13790",13523,0,14,44,NA,NA,NA,NA
"13791",13524,12,16,17,19,32,49,NA
"13792",13525,27,28,49,NA,NA,NA,NA
"13793",13526,5,20,27,34,44,45,NA
"13794",13527,5,22,NA,NA,NA,NA,NA
"13795",13528,0,46,NA,NA,NA,NA,NA
"13796",13529,6,24,27,28,NA,NA,NA
"13797",13530,16,32,45,NA,NA,NA,NA
"13798",13531,3,18,35,NA,NA,NA,NA
"13799",13532,10,21,25,28,37,46,NA
"13800",13533,3,7,12,15,40,49,NA
"13801",13534,15,44,NA,NA,NA,NA,NA
"13802",13535,6,7,10,15,43,44,46
"13803",13536,10,22,38,45,NA,NA,NA
"13804",13537,17,42,47,NA,NA,NA,NA
"13805",13538,7,11,37,45,NA,NA,NA
"13806",13539,4,9,NA,NA,NA,NA,NA
"13807",13540,3,18,35,NA,NA,NA,NA
"13808",13541,27,28,NA,NA,NA,NA,NA
"13809",13542,20,27,28,NA,NA,NA,NA
"13810",13543,7,11,37,45,NA,NA,NA
"13811",13544,19,29,34,NA,NA,NA,NA
"13812",13545,8,19,48,NA,NA,NA,NA
"13813",13546,23,24,40,41,43,NA,NA
"13814",13547,18,39,NA,NA,NA,NA,NA
"13815",13548,22,27,37,40,NA,NA,NA
"13816",13549,27,28,39,40,NA,NA,NA
"13817",13550,1,15,19,NA,NA,NA,NA
"13818",13551,26,45,49,NA,NA,NA,NA
"13819",13552,4,9,15,30,NA,NA,NA
"13820",13553,21,22,45,NA,NA,NA,NA
"13821",13554,0,1,2,18,30,39,46
"13822",13555,1,17,49,NA,NA,NA,NA
"13823",13556,4,24,47,NA,NA,NA,NA
"13824",13557,14,22,NA,NA,NA,NA,NA
"13825",13558,27,28,NA,NA,NA,NA,NA
"13826",13559,7,15,49,NA,NA,NA,NA
"13827",13560,2,14,33,42,44,NA,NA
"13828",13561,3,18,33,35,NA,NA,NA
"13829",13562,1,33,42,49,NA,NA,NA
"13830",13563,13,NA,NA,NA,NA,NA,NA
"13831",13564,5,6,15,21,23,27,NA
"13832",13565,3,18,23,35,46,48,NA
"13833",13566,2,42,NA,NA,NA,NA,NA
"13834",13567,4,9,25,38,NA,NA,NA
"13835",13568,10,26,48,49,NA,NA,NA
"13836",13569,5,8,21,41,NA,NA,NA
"13837",13570,37,47,NA,NA,NA,NA,NA
"13838",13571,37,43,49,NA,NA,NA,NA
"13839",13572,1,5,22,43,NA,NA,NA
"13840",13573,23,24,40,41,43,NA,NA
"13841",13574,1,7,34,NA,NA,NA,NA
"13842",13575,10,11,17,36,40,41,49
"13843",13576,0,6,12,23,24,28,48
"13844",13577,17,31,46,NA,NA,NA,NA
"13845",13578,5,16,32,NA,NA,NA,NA
"13846",13579,33,NA,NA,NA,NA,NA,NA
"13847",13580,4,5,27,28,NA,NA,NA
"13848",13581,3,18,31,34,35,NA,NA
"13849",13582,14,16,31,34,41,46,NA
"13850",13583,13,29,41,NA,NA,NA,NA
"13851",13584,12,32,43,NA,NA,NA,NA
"13852",13585,4,9,NA,NA,NA,NA,NA
"13853",13586,18,26,43,47,49,NA,NA
"13854",13587,7,43,46,NA,NA,NA,NA
"13855",13588,19,30,NA,NA,NA,NA,NA
"13856",13589,18,23,32,33,NA,NA,NA
"13857",13590,4,9,28,NA,NA,NA,NA
"13858",13591,16,32,45,NA,NA,NA,NA
"13859",13592,3,8,18,33,34,35,39
"13860",13593,4,9,37,46,NA,NA,NA
"13861",13594,0,2,45,46,NA,NA,NA
"13862",13595,32,NA,NA,NA,NA,NA,NA
"13863",13596,15,39,45,NA,NA,NA,NA
"13864",13597,17,29,47,NA,NA,NA,NA
"13865",13598,12,31,36,48,NA,NA,NA
"13866",13599,11,44,45,NA,NA,NA,NA
"13867",13600,5,21,27,36,42,NA,NA
"13868",13601,1,19,NA,NA,NA,NA,NA
"13869",13602,4,9,16,26,27,31,34
"13870",13603,13,14,16,25,31,47,NA
"13871",13604,7,15,49,NA,NA,NA,NA
"13872",13605,3,18,35,NA,NA,NA,NA
"13873",13606,8,9,31,NA,NA,NA,NA
"13874",13607,1,39,NA,NA,NA,NA,NA
"13875",13608,3,28,35,NA,NA,NA,NA
"13876",13609,0,2,46,NA,NA,NA,NA
"13877",13610,22,36,41,NA,NA,NA,NA
"13878",13611,4,9,42,NA,NA,NA,NA
"13879",13612,7,12,13,27,28,32,40
"13880",13613,7,15,32,35,49,NA,NA
"13881",13614,1,28,NA,NA,NA,NA,NA
"13882",13615,5,22,36,NA,NA,NA,NA
"13883",13616,0,1,2,8,12,16,46
"13884",13617,2,38,NA,NA,NA,NA,NA
"13885",13618,7,15,49,NA,NA,NA,NA
"13886",13619,1,10,13,14,17,43,46
"13887",47,NA,NA,NA,NA,NA,NA,NA
"13888",13620,27,28,NA,NA,NA,NA,NA
"13889",13621,23,46,NA,NA,NA,NA,NA
"13890",13622,7,15,44,47,49,NA,NA
"13891",13623,0,7,9,31,38,48,NA
