"","V1","V2","V3","V4","V5"
"48607",39990,23,28,32,NA
"48608",39991,8,20,NA,NA
"48609",39992,6,21,43,NA
"48610",39993,16,32,45,NA
"48611",39994,33,42,NA,NA
"48612",39995,4,21,29,45
"48613",39996,2,10,33,42
"48614",39997,27,NA,NA,NA
"48615",39998,5,16,27,28
"48616",39999,20,39,NA,NA
"48617",40000,2,11,21,24
"48618",27,28,45,48,NA
"48619",40001,3,18,35,40
"48620",40002,9,20,23,28
"48621",29,35,37,48,NA
"48622",40003,8,20,23,33
"48623",42,47,NA,NA,NA
"48624",40004,14,44,NA,NA
"48625",40005,1,19,NA,NA
"48626",40006,4,18,NA,NA
"48627",40007,14,25,44,NA
"48628",40008,4,11,14,30
"48629",35,37,38,44,NA
"48630",40009,2,4,9,NA
"48631",40010,15,29,NA,NA
"48632",40011,9,14,35,37
"48633",40012,7,15,49,NA
"48634",40013,7,11,37,45
"48635",40014,0,33,NA,NA
"48636",40015,3,4,NA,NA
"48637",40016,2,14,16,22
"48638",34,47,NA,NA,NA
"48639",40017,26,37,38,42
"48640",48,NA,NA,NA,NA
"48641",40018,10,30,NA,NA
"48642",40019,27,31,33,38
"48643",40020,2,11,13,18
"48644",35,39,NA,NA,NA
"48645",40021,17,27,28,NA
"48646",40022,2,11,16,42
"48647",40023,10,18,35,NA
"48648",40024,1,13,19,24
"48649",47,NA,NA,NA,NA
"48650",40025,16,27,32,45
"48651",40026,7,11,37,NA
"48652",40027,17,29,47,NA
"48653",40028,0,2,29,43
"48654",46,NA,NA,NA,NA
"48655",40029,3,6,18,35
"48656",44,NA,NA,NA,NA
"48657",40030,6,19,20,24
"48658",40031,17,29,47,NA
"48659",40032,1,19,NA,NA
"48660",40033,1,3,11,NA
"48661",40034,0,2,33,46
"48662",49,NA,NA,NA,NA
"48663",40035,0,11,14,24
"48664",26,35,40,NA,NA
"48665",40036,1,19,NA,NA
"48666",40037,16,32,45,NA
"48667",40038,11,12,21,28
"48668",29,31,39,NA,NA
"48669",40039,23,24,40,41
"48670",40040,0,2,26,46
"48671",40041,37,NA,NA,NA
"48672",40042,24,39,NA,NA
"48673",40043,18,35,46,NA
"48674",40044,41,NA,NA,NA
"48675",40045,12,30,32,49
"48676",40046,17,28,32,41
"48677",40047,4,16,37,42
"48678",40048,12,31,36,48
"48679",40049,10,27,40,41
"48680",40050,1,3,18,35
"48681",37,NA,NA,NA,NA
"48682",40051,3,7,24,31
"48683",32,41,NA,NA,NA
"48684",40052,20,32,NA,NA
"48685",40053,0,2,8,27
"48686",28,31,46,NA,NA
"48687",40054,48,NA,NA,NA
"48688",40055,0,2,46,NA
"48689",40056,0,7,10,15
"48690",21,42,44,47,NA
"48691",40057,7,15,49,NA
"48692",40058,29,NA,NA,NA
"48693",40059,12,31,36,48
"48694",40060,1,6,13,20
"48695",40,45,49,NA,NA
"48696",40061,18,NA,NA,NA
"48697",40062,4,24,33,42
"48698",44,NA,NA,NA,NA
"48699",40063,0,2,46,NA
"48700",40064,1,13,19,24
"48701",40065,7,17,27,29
"48702",36,47,48,NA,NA
"48703",40066,23,24,40,41
"48704",40067,33,37,41,42
"48705",40068,3,18,30,35
"48706",40069,9,12,31,36
"48707",40070,1,32,NA,NA
"48708",40071,5,20,42,47
"48709",40072,14,44,48,NA
"48710",40073,0,3,9,18
"48711",26,35,38,NA,NA
"48712",40074,0,20,47,NA
"48713",40075,12,NA,NA,NA
"48714",40076,5,15,21,22
"48715",24,33,48,NA,NA
"48716",40077,2,3,9,13
"48717",14,NA,NA,NA,NA
"48718",40078,20,36,NA,NA
"48719",40079,0,2,46,NA
"48720",40080,5,22,NA,NA
"48721",40081,7,9,11,21
"48722",38,40,43,NA,NA
"48723",40082,30,33,42,NA
"48724",40083,5,22,44,NA
"48725",40084,0,43,46,NA
"48726",40085,35,NA,NA,NA
"48727",40086,3,18,35,NA
"48728",40087,21,30,33,39
"48729",42,NA,NA,NA,NA
"48730",40088,8,21,32,NA
"48731",40089,11,42,NA,NA
"48732",40090,41,NA,NA,NA
"48733",40091,3,6,18,22
"48734",35,NA,NA,NA,NA
"48735",40092,10,14,31,NA
"48736",40093,20,41,46,NA
"48737",40094,9,10,NA,NA
"48738",40095,25,34,44,48
"48739",40096,1,25,48,NA
"48740",40097,32,47,NA,NA
"48741",40098,27,28,NA,NA
"48742",40099,6,14,44,46
"48743",40100,16,32,45,NA
"48744",40101,5,22,NA,NA
"48745",40102,5,16,22,45
"48746",40103,17,29,NA,NA
"48747",40104,17,29,47,NA
"48748",40105,7,14,NA,NA
"48749",40106,28,NA,NA,NA
"48750",40107,4,9,13,16
"48751",40108,28,49,NA,NA
"48752",40109,11,12,31,44
"48753",46,NA,NA,NA,NA
"48754",40110,2,7,16,27
"48755",44,NA,NA,NA,NA
"48756",40111,0,2,46,NA
"48757",40112,17,33,44,NA
"48758",40113,2,35,38,NA
"48759",40114,0,2,46,NA
"48760",40115,14,20,44,49
"48761",40116,7,15,36,49
"48762",40117,16,32,44,45
"48763",40118,9,14,25,44
"48764",45,NA,NA,NA,NA
"48765",40119,33,42,NA,NA
"48766",40120,24,27,28,40
"48767",40121,24,28,NA,NA
"48768",40122,7,11,37,NA
"48769",40123,1,19,23,NA
"48770",40124,33,42,NA,NA
"48771",40125,10,16,23,27
"48772",28,NA,NA,NA,NA
"48773",40126,0,1,19,NA
"48774",40127,17,29,34,35
"48775",47,NA,NA,NA,NA
"48776",40128,7,14,15,49
"48777",40129,17,29,47,NA
"48778",40130,3,14,15,44
"48779",40131,2,42,47,NA
"48780",40132,5,22,28,37
"48781",40133,0,46,NA,NA
"48782",40134,17,29,47,NA
"48783",40135,7,16,19,26
"48784",32,45,NA,NA,NA
"48785",40136,0,1,25,36
"48786",42,49,NA,NA,NA
"48787",40137,3,4,11,21
"48788",24,32,35,45,NA
"48789",40138,17,29,36,47
"48790",40139,33,39,NA,NA
"48791",40140,1,13,24,NA
"48792",40141,9,30,43,46
"48793",40142,20,36,44,NA
"48794",40143,3,4,32,46
"48795",40144,14,22,33,45
"48796",40145,26,28,NA,NA
"48797",40146,16,32,45,NA
"48798",40147,0,28,NA,NA
"48799",40148,4,9,NA,NA
"48800",40149,0,34,43,46
"48801",40150,7,15,49,NA
"48802",40151,9,10,28,43
"48803",40152,17,20,22,24
"48804",27,31,40,42,NA
"48805",40153,4,5,21,25
"48806",40154,0,46,NA,NA
"48807",40155,3,12,41,NA
"48808",40156,4,22,26,48
"48809",40157,0,2,46,NA
"48810",40158,2,18,24,29
"48811",35,41,47,49,NA
"48812",40159,24,43,44,NA
"48813",40160,5,13,22,48
"48814",40161,16,32,45,NA
"48815",40162,7,11,37,45
"48816",40163,4,9,42,NA
"48817",40164,16,32,NA,NA
"48818",40165,19,24,48,NA
"48819",40166,5,13,14,22
"48820",26,NA,NA,NA,NA
"48821",40167,16,21,25,45
"48822",40168,40,47,NA,NA
"48823",40169,1,42,45,NA
"48824",40170,4,9,20,29
"48825",49,NA,NA,NA,NA
"48826",40171,3,14,44,NA
"48827",40172,30,42,NA,NA
"48828",40173,5,12,14,17
"48829",20,34,41,NA,NA
"48830",40174,13,NA,NA,NA
"48831",40175,11,12,19,20
"48832",40176,1,5,41,49
"48833",40177,14,29,40,41
"48834",46,NA,NA,NA,NA
"48835",40178,4,9,NA,NA
"48836",40179,11,33,NA,NA
"48837",40180,9,15,39,NA
"48838",40181,0,2,46,NA
"48839",40182,0,7,11,37
"48840",40183,14,NA,NA,NA
"48841",40184,14,44,NA,NA
"48842",40185,22,28,47,NA
"48843",40186,5,14,24,30
"48844",40187,21,40,46,NA
"48845",40188,7,11,37,NA
"48846",40189,18,30,42,49
"48847",40190,4,42,NA,NA
"48848",40191,12,31,36,48
"48849",40192,9,23,46,NA
"48850",40193,3,18,35,NA
"48851",40194,25,32,46,NA
"48852",40195,10,27,38,NA
"48853",40196,25,NA,NA,NA
"48854",40197,10,33,35,47
"48855",40198,1,4,32,NA
"48856",40199,2,4,12,31
"48857",36,48,NA,NA,NA
"48858",40200,3,10,23,39
"48859",49,NA,NA,NA,NA
"48860",40201,13,25,36,41
"48861",40202,10,20,33,42
"48862",40203,3,18,35,NA
"48863",40204,12,16,31,36
"48864",40205,1,14,19,35
"48865",40206,13,23,38,42
"48866",47,NA,NA,NA,NA
"48867",40207,16,32,45,NA
"48868",40208,9,10,20,26
"48869",40209,13,NA,NA,NA
"48870",40210,20,30,NA,NA
"48871",40211,32,37,48,NA
"48872",40212,0,2,14,39
"48873",46,NA,NA,NA,NA
"48874",40213,4,9,NA,NA
"48875",40214,12,31,36,48
"48876",40215,3,5,18,35
"48877",40216,18,33,42,NA
"48878",40217,11,24,30,32
"48879",38,NA,NA,NA,NA
"48880",40218,2,15,19,25
"48881",46,NA,NA,NA,NA
"48882",40219,12,31,36,48
"48883",40220,7,11,31,37
"48884",40221,10,20,21,27
"48885",40222,21,27,28,37
"48886",40223,4,7,14,30
"48887",45,48,NA,NA,NA
"48888",40224,4,8,25,NA
"48889",40225,6,10,22,NA
"48890",40226,18,36,37,NA
"48891",40227,33,42,NA,NA
"48892",40228,23,24,40,41
"48893",43,NA,NA,NA,NA
"48894",40229,1,5,23,39
"48895",40230,0,17,46,NA
"48896",40231,16,32,45,NA
"48897",40232,7,12,31,35
"48898",36,NA,NA,NA,NA
"48899",40233,2,9,10,14
"48900",23,24,27,34,NA
"48901",40234,14,19,21,27
"48902",28,48,NA,NA,NA
"48903",40235,3,18,35,NA
"48904",40236,4,39,NA,NA
"48905",40237,0,2,3,21
"48906",26,46,NA,NA,NA
"48907",40238,17,29,47,NA
"48908",40239,0,16,22,46
"48909",40240,1,5,13,26
"48910",30,NA,NA,NA,NA
"48911",40241,1,4,12,NA
"48912",40242,8,18,47,NA
"48913",40243,11,27,28,NA
"48914",40244,4,20,NA,NA
"48915",40245,1,3,28,29
"48916",45,NA,NA,NA,NA
"48917",40246,12,17,28,44
"48918",40247,13,27,28,49
"48919",40248,13,19,30,NA
"48920",40249,1,3,5,7
"48921",10,22,34,NA,NA
"48922",40250,9,16,20,32
"48923",45,NA,NA,NA,NA
"48924",40251,2,27,28,46
"48925",40252,8,46,NA,NA
"48926",40253,0,9,15,46
"48927",40254,1,45,NA,NA
"48928",40255,33,42,NA,NA
"48929",40256,33,42,NA,NA
"48930",40257,1,3,5,22
"48931",40258,3,18,28,35
"48932",40259,23,24,25,40
"48933",41,46,NA,NA,NA
"48934",40260,8,38,46,NA
"48935",40261,3,7,33,44
"48936",40262,15,17,21,NA
"48937",40263,4,9,NA,NA
"48938",40264,27,28,NA,NA
"48939",40265,5,16,17,NA
"48940",40266,16,35,NA,NA
"48941",40267,1,9,19,NA
"48942",40268,38,43,NA,NA
"48943",40269,6,23,24,27
"48944",49,NA,NA,NA,NA
"48945",40270,3,9,14,21
"48946",35,NA,NA,NA,NA
"48947",40271,3,18,35,NA
"48948",40272,16,32,NA,NA
"48949",40273,18,31,NA,NA
"48950",40274,5,13,18,23
"48951",38,NA,NA,NA,NA
"48952",40275,4,9,38,NA
"48953",40276,8,17,22,29
"48954",40,42,44,46,NA
"48955",40277,6,22,NA,NA
"48956",40278,33,42,NA,NA
"48957",40279,14,17,20,28
"48958",40280,0,2,3,40
"48959",46,48,NA,NA,NA
"48960",40281,7,11,37,45
"48961",40282,8,33,NA,NA
"48962",40283,3,7,15,49
"48963",40284,27,28,NA,NA
"48964",40285,27,30,49,NA
"48965",40286,0,2,18,46
"48966",40287,27,35,40,41
"48967",40288,5,22,NA,NA
"48968",40289,7,11,37,NA
"48969",40290,0,31,46,NA
"48970",40291,14,44,NA,NA
"48971",40292,7,11,37,NA
"48972",40293,4,9,10,NA
"48973",40294,7,15,49,NA
"48974",40295,0,16,27,28
"48975",33,41,NA,NA,NA
"48976",40296,0,5,13,22
"48977",29,31,33,46,NA
"48978",40297,12,14,24,32
"48979",40298,5,22,NA,NA
"48980",40299,16,21,32,NA
"48981",40300,16,32,NA,NA
"48982",40301,12,31,36,48
"48983",49,NA,NA,NA,NA
"48984",40302,10,11,16,NA
"48985",40303,1,19,26,35
"48986",39,49,NA,NA,NA
"48987",40304,6,14,44,NA
"48988",40305,17,29,47,NA
"48989",40306,4,9,31,NA
"48990",40307,9,25,38,42
"48991",40308,11,33,NA,NA
"48992",40309,12,15,33,42
"48993",40310,0,2,46,NA
"48994",40311,7,11,37,45
"48995",40312,23,24,40,41
"48996",43,NA,NA,NA,NA
"48997",40313,8,9,10,13
"48998",28,NA,NA,NA,NA
"48999",40314,15,33,42,NA
"49000",40315,11,17,26,29
"49001",45,47,NA,NA,NA
"49002",40316,14,19,27,NA
"49003",40317,3,18,35,NA
"49004",40318,8,11,33,39
"49005",42,NA,NA,NA,NA
"49006",40319,17,28,NA,NA
"49007",40320,7,15,49,NA
"49008",40321,9,20,26,27
"49009",28,30,37,46,NA
"49010",40322,5,22,43,NA
"49011",40323,2,5,6,15
"49012",22,25,39,40,NA
"49013",40324,7,14,18,44
"49014",40325,16,32,38,NA
"49015",40326,10,21,31,34
"49016",40327,16,20,32,45
"49017",40328,19,42,NA,NA
"49018",40329,0,2,34,38
"49019",46,NA,NA,NA,NA
"49020",40330,16,29,32,42
"49021",45,NA,NA,NA,NA
"49022",40331,23,24,40,41
"49023",43,NA,NA,NA,NA
"49024",40332,27,28,NA,NA
"49025",40333,4,9,NA,NA
"49026",40334,12,17,24,31
"49027",36,48,NA,NA,NA
"49028",40335,2,17,19,20
"49029",40336,29,NA,NA,NA
"49030",40337,9,17,22,26
"49031",27,NA,NA,NA,NA
"49032",40338,16,32,45,NA
"49033",40339,33,42,49,NA
"49034",40340,7,15,49,NA
"49035",40341,5,7,22,NA
"49036",40342,18,32,43,49
"49037",40343,0,14,21,25
"49038",38,44,NA,NA,NA
"49039",40344,3,18,35,NA
"49040",40345,18,29,49,NA
"49041",40346,13,15,25,37
"49042",40347,18,28,39,42
"49043",40348,7,11,37,45
"49044",40349,7,15,NA,NA
"49045",40350,4,12,25,27
"49046",28,43,NA,NA,NA
"49047",40351,7,28,NA,NA
"49048",40352,16,32,45,NA
"49049",40353,8,25,29,NA
"49050",40354,23,24,40,41
"49051",43,NA,NA,NA,NA
"49052",40355,42,45,49,NA
"49053",40356,22,27,28,NA
"49054",40357,16,32,NA,NA
"49055",40358,15,21,38,NA
"49056",40359,7,16,34,NA
"49057",40360,1,48,NA,NA
"49058",40361,7,15,49,NA
"49059",40362,21,27,28,36
"49060",40363,7,11,37,45
"49061",40364,3,4,39,NA
"49062",40365,27,28,NA,NA
"49063",40366,16,32,45,NA
"49064",40367,5,22,26,27
"49065",40368,16,36,NA,NA
"49066",40369,0,2,8,10
"49067",15,30,32,33,NA
"49068",40370,0,2,46,NA
"49069",40371,27,28,NA,NA
"49070",40372,12,31,36,48
"49071",40373,17,30,NA,NA
"49072",40374,4,5,13,27
"49073",28,29,42,48,NA
"49074",40375,1,7,19,33
"49075",38,NA,NA,NA,NA
"49076",40376,23,24,40,41
"49077",43,NA,NA,NA,NA
"49078",40377,3,43,NA,NA
"49079",40378,14,25,33,46
"49080",40379,19,32,39,43
"49081",48,NA,NA,NA,NA
"49082",40380,15,33,41,NA
"49083",40381,5,22,25,46
"49084",47,NA,NA,NA,NA
"49085",40382,6,12,29,41
"49086",40383,27,28,NA,NA
"49087",40384,12,28,33,NA
"49088",40385,6,11,20,25
"49089",29,41,NA,NA,NA
"49090",40386,23,24,33,NA
"49091",40387,26,33,42,NA
"49092",40388,16,26,NA,NA
"49093",40389,7,15,49,NA
"49094",40390,8,12,24,32
"49095",40391,14,44,NA,NA
"49096",40392,7,15,49,NA
"49097",40393,5,12,NA,NA
"49098",40394,2,23,39,43
"49099",40395,21,45,NA,NA
"49100",40396,36,45,NA,NA
"49101",40397,17,24,47,NA
"49102",40398,5,22,35,37
"49103",40399,31,48,NA,NA
"49104",40400,7,11,37,45
"49105",40401,31,NA,NA,NA
"49106",40402,6,15,NA,NA
"49107",40403,13,15,36,43
"49108",40404,6,36,40,NA
"49109",40405,3,11,13,46
"49110",40406,6,15,27,NA
"49111",40407,19,24,NA,NA
"49112",40408,5,9,17,22
"49113",32,NA,NA,NA,NA
"49114",40409,11,17,24,39
"49115",45,48,NA,NA,NA
"49116",40410,22,27,NA,NA
"49117",40411,14,40,44,NA
"49118",40412,1,19,NA,NA
"49119",40413,0,2,31,45
"49120",46,NA,NA,NA,NA
"49121",40414,17,29,47,NA
"49122",40415,14,35,44,NA
"49123",40416,7,11,37,45
"49124",40417,1,10,29,NA
"49125",40418,17,29,38,47
"49126",40419,12,31,36,48
"49127",40420,3,18,35,NA
"49128",40421,6,19,36,46
"49129",40422,14,15,27,35
"49130",44,45,NA,NA,NA
"49131",40423,8,41,45,NA
"49132",40424,27,28,35,38
"49133",40425,7,15,46,NA
"49134",40426,16,24,32,38
"49135",45,47,NA,NA,NA
"49136",40427,22,28,NA,NA
"49137",40428,4,23,27,28
"49138",40429,7,22,27,28
"49139",40430,3,12,13,16
"49140",20,32,37,45,NA
"49141",40431,1,9,NA,NA
"49142",40432,0,2,46,NA
"49143",40433,17,29,47,NA
"49144",40434,27,28,NA,NA
"49145",40435,12,31,36,48
"49146",40436,1,2,7,15
"49147",21,49,NA,NA,NA
"49148",40437,21,23,NA,NA
"49149",40438,39,NA,NA,NA
"49150",40439,14,46,47,NA
"49151",40440,0,2,46,NA
"49152",40441,29,33,42,47
"49153",40442,1,19,NA,NA
"49154",40443,0,2,46,NA
"49155",40444,14,28,NA,NA
"49156",40445,16,32,45,NA
"49157",40446,40,43,NA,NA
"49158",40447,1,13,18,24
"49159",32,NA,NA,NA,NA
"49160",40448,14,15,18,48
"49161",40449,3,10,32,38
"49162",42,NA,NA,NA,NA
"49163",40450,25,26,37,NA
"49164",40451,14,48,NA,NA
"49165",40452,12,47,NA,NA
"49166",40453,10,34,37,NA
"49167",40454,1,6,13,20
"49168",24,27,35,NA,NA
"49169",40455,7,10,14,18
"49170",26,32,43,NA,NA
"49171",40456,16,32,45,NA
"49172",40457,27,28,39,NA
"49173",40458,8,9,28,44
"49174",40459,1,2,16,41
"49175",40460,1,3,14,19
"49176",42,NA,NA,NA,NA
"49177",40461,23,24,40,41
"49178",43,NA,NA,NA,NA
"49179",40462,14,29,35,NA
"49180",40463,14,36,NA,NA
"49181",40464,17,38,40,45
"49182",40465,17,29,47,NA
"49183",40466,0,11,27,33
"49184",40467,16,32,45,NA
"49185",40468,11,14,27,28
"49186",29,NA,NA,NA,NA
"49187",40469,1,26,40,41
"49188",40470,33,42,NA,NA
"49189",40471,3,21,NA,NA
"49190",40472,27,28,30,NA
"49191",40473,14,16,32,45
"49192",40474,17,23,47,NA
"49193",40475,6,42,NA,NA
"49194",40476,33,42,44,NA
"49195",40477,17,26,29,47
"49196",40478,34,38,44,45
"49197",40479,23,24,40,41
"49198",43,NA,NA,NA,NA
"49199",40480,3,4,9,37
"49200",40481,0,16,32,45
"49201",40482,12,31,36,NA
"49202",40483,36,43,NA,NA
"49203",40484,13,14,NA,NA
"49204",40485,0,18,49,NA
"49205",40486,5,22,NA,NA
"49206",40487,35,43,NA,NA
"49207",40488,27,NA,NA,NA
"49208",40489,14,18,31,NA
"49209",40490,18,28,35,NA
"49210",40491,3,18,27,35
"49211",41,NA,NA,NA,NA
"49212",40492,9,14,21,40
"49213",44,NA,NA,NA,NA
"49214",40493,1,2,15,19
"49215",33,38,47,NA,NA
"49216",40494,7,11,37,45
"49217",40495,23,24,40,41
"49218",43,NA,NA,NA,NA
"49219",40496,1,13,14,32
"49220",40497,0,5,13,29
"49221",34,NA,NA,NA,NA
"49222",40498,0,1,25,30
"49223",42,46,48,NA,NA
"49224",40499,7,11,37,45
"49225",40500,0,3,24,31
"49226",32,33,42,48,NA
"49227",40501,4,9,NA,NA
"49228",40502,2,10,39,NA
"49229",40503,4,24,31,NA
"49230",40504,6,NA,NA,NA
"49231",40505,12,31,36,48
"49232",40506,1,11,16,NA
"49233",40507,0,5,6,22
"49234",33,45,NA,NA,NA
"49235",40508,16,32,48,NA
"49236",40509,33,38,40,42
"49237",40510,0,27,28,NA
"49238",40511,16,32,45,NA
"49239",40512,25,34,NA,NA
"49240",40513,3,4,17,29
"49241",47,NA,NA,NA,NA
"49242",40514,23,24,40,41
"49243",43,NA,NA,NA,NA
"49244",40515,16,21,32,NA
"49245",40516,1,19,30,NA
"49246",40517,4,17,21,34
"49247",40518,5,38,41,NA
"49248",40519,1,33,42,44
"49249",40520,16,32,45,NA
"49250",40521,7,15,33,49
"49251",40522,0,1,2,46
"49252",40523,15,20,48,NA
"49253",40524,4,10,16,17
"49254",21,28,41,47,NA
"49255",40525,1,14,19,NA
"49256",40526,20,35,NA,NA
"49257",40527,6,15,41,NA
"49258",40528,28,33,NA,NA
"49259",40529,12,31,36,48
"49260",40530,4,9,NA,NA
"49261",40531,8,19,22,41
"49262",40532,27,28,38,NA
"49263",40533,4,27,28,30
"49264",48,NA,NA,NA,NA
"49265",40534,1,19,25,33
"49266",40535,5,30,31,35
"49267",41,NA,NA,NA,NA
"49268",40536,7,33,41,42
"49269",40537,27,28,NA,NA
"49270",40538,17,29,47,NA
"49271",40539,3,18,35,36
"49272",37,NA,NA,NA,NA
"49273",40540,5,9,35,43
"49274",40541,9,19,NA,NA
"49275",40542,1,18,19,NA
"49276",40543,5,22,37,NA
"49277",40544,0,2,46,NA
"49278",40545,0,1,2,14
"49279",46,NA,NA,NA,NA
"49280",40546,4,9,48,NA
"49281",40547,4,9,NA,NA
"49282",40548,12,31,36,48
"49283",40549,1,2,6,29
"49284",43,NA,NA,NA,NA
"49285",40550,4,9,21,NA
"49286",40551,12,17,27,31
"49287",33,36,48,49,NA
"49288",40552,20,26,38,42
"49289",40553,14,33,NA,NA
"49290",40554,0,2,24,NA
"49291",40555,0,2,46,NA
"49292",40556,7,15,49,NA
"49293",40557,16,32,45,NA
"49294",40558,1,19,22,NA
"49295",40559,1,19,27,NA
"49296",40560,12,31,34,36
"49297",48,NA,NA,NA,NA
"49298",40561,3,24,42,NA
"49299",40562,1,10,16,18
"49300",29,42,45,NA,NA
"49301",40563,1,19,NA,NA
"49302",40564,15,32,NA,NA
"49303",40565,11,26,45,NA
"49304",40566,27,28,NA,NA
"49305",40567,1,19,34,39
"49306",40568,0,23,46,NA
"49307",40569,7,15,49,NA
"49308",40570,18,24,29,NA
"49309",40571,10,NA,NA,NA
"49310",40572,9,16,32,45
"49311",40573,3,19,22,49
"49312",40574,7,11,37,45
"49313",40575,4,5,9,NA
"49314",40576,27,28,NA,NA
"49315",40577,1,9,25,28
"49316",41,49,NA,NA,NA
"49317",40578,0,18,46,NA
"49318",40579,3,18,35,NA
"49319",40580,42,NA,NA,NA
"49320",40581,0,13,43,46
"49321",40582,18,35,NA,NA
"49322",40583,17,27,28,32
"49323",48,NA,NA,NA,NA
"49324",40584,34,37,47,48
"49325",40585,17,29,47,NA
"49326",40586,2,18,43,NA
"49327",40587,0,15,28,33
"49328",36,44,NA,NA,NA
"49329",40588,3,18,35,NA
"49330",40589,22,24,33,NA
"49331",40590,8,49,NA,NA
"49332",40591,17,29,47,NA
"49333",40592,16,27,28,NA
"49334",40593,4,9,18,21
"49335",34,38,NA,NA,NA
"49336",40594,5,22,26,28
"49337",40,NA,NA,NA,NA
"49338",40595,17,29,41,47
"49339",40596,3,12,34,NA
"49340",40597,17,29,47,NA
"49341",40598,10,20,40,44
"49342",40599,6,17,29,46
"49343",47,NA,NA,NA,NA
"49344",40600,3,14,NA,NA
"49345",40601,27,28,NA,NA
"49346",40602,0,14,19,28
"49347",40603,12,29,NA,NA
"49348",40604,13,17,18,27
"49349",40605,18,28,NA,NA
"49350",40606,14,31,NA,NA
"49351",40607,18,35,NA,NA
"49352",40608,33,35,NA,NA
"49353",40609,4,38,39,NA
"49354",40610,7,11,15,37
"49355",45,NA,NA,NA,NA
"49356",40611,5,9,22,26
"49357",29,34,44,48,NA
"49358",40612,16,32,NA,NA
"49359",40613,3,14,16,18
"49360",35,NA,NA,NA,NA
"49361",40614,6,24,29,NA
"49362",40615,4,9,32,NA
"49363",40616,28,43,NA,NA
"49364",40617,2,4,9,NA
"49365",40618,17,27,28,NA
"49366",40619,7,15,49,NA
"49367",40620,23,24,40,41
"49368",40621,13,24,33,36
"49369",41,45,49,NA,NA
"49370",40622,2,33,42,NA
"49371",40623,4,9,32,NA
"49372",40624,2,3,6,18
"49373",22,35,43,NA,NA
"49374",40625,23,24,40,41
"49375",43,NA,NA,NA,NA
"49376",40626,7,15,49,NA
"49377",40627,9,14,19,26
"49378",40628,0,2,40,46
"49379",40629,23,24,40,41
"49380",43,NA,NA,NA,NA
"49381",40630,4,10,23,36
"49382",40631,2,8,12,27
"49383",28,NA,NA,NA,NA
"49384",40632,20,25,26,46
"49385",40633,11,14,17,33
"49386",47,NA,NA,NA,NA
"49387",40634,17,29,32,47
"49388",40635,0,2,34,46
"49389",40636,16,32,45,NA
"49390",40637,7,24,39,43
"49391",40638,5,24,39,42
"49392",40639,27,28,NA,NA
"49393",40640,23,NA,NA,NA
"49394",40641,14,44,NA,NA
"49395",40642,4,14,44,47
"49396",48,NA,NA,NA,NA
"49397",40643,5,22,NA,NA
"49398",40644,7,9,NA,NA
"49399",40645,5,39,42,NA
"49400",40646,14,44,NA,NA
"49401",40647,5,14,22,NA
"49402",40648,3,18,27,30
"49403",35,NA,NA,NA,NA
"49404",40649,18,24,42,43
"49405",40650,5,22,NA,NA
"49406",40651,5,22,NA,NA
"49407",40652,10,11,19,29
"49408",34,46,NA,NA,NA
"49409",40653,14,31,44,46
"49410",47,NA,NA,NA,NA
"49411",40654,0,17,49,NA
"49412",40655,27,28,NA,NA
"49413",40656,11,28,31,39
"49414",42,NA,NA,NA,NA
"49415",40657,9,11,29,NA
"49416",40658,12,20,28,33
"49417",40659,7,29,30,NA
"49418",40660,4,9,36,39
"49419",40661,11,17,47,NA
"49420",40662,5,22,26,41
"49421",40663,10,15,20,39
"49422",40664,20,33,42,NA
"49423",40665,2,37,NA,NA
"49424",40666,8,23,36,NA
"49425",40667,5,13,22,NA
"49426",40668,11,16,22,32
"49427",40669,7,24,38,NA
"49428",40670,0,33,42,NA
"49429",40671,9,19,33,42
"49430",40672,3,18,35,41
"49431",40673,9,12,16,32
"49432",43,45,NA,NA,NA
"49433",40674,10,20,32,NA
"49434",40675,29,41,47,NA
"49435",40676,3,18,35,36
"49436",40677,7,15,49,NA
"49437",40678,12,31,36,48
"49438",40679,4,10,19,47
"49439",40680,21,33,37,39
"49440",48,NA,NA,NA,NA
"49441",40681,5,22,27,NA
"49442",40682,7,11,37,45
"49443",40683,3,6,10,18
"49444",35,40,NA,NA,NA
"49445",40684,33,34,35,43
"49446",48,NA,NA,NA,NA
"49447",40685,5,32,38,47
"49448",40686,32,47,NA,NA
"49449",40687,2,15,45,NA
"49450",40688,40,NA,NA,NA
"49451",40689,17,29,47,NA
"49452",40690,33,NA,NA,NA
"49453",40691,5,21,22,NA
"49454",40692,17,29,47,NA
"49455",40693,12,20,25,36
"49456",48,49,NA,NA,NA
"49457",40694,12,32,41,NA
"49458",40695,3,18,35,NA
"49459",40696,23,27,NA,NA
"49460",40697,3,8,20,21
"49461",25,30,NA,NA,NA
"49462",40698,15,22,37,NA
"49463",40699,10,27,28,46
"49464",40700,2,34,38,NA
"49465",40701,3,10,11,14
"49466",23,46,NA,NA,NA
"49467",40702,13,36,41,NA
"49468",40703,36,42,NA,NA
"49469",40704,23,24,40,41
"49470",43,NA,NA,NA,NA
"49471",40705,17,29,40,47
"49472",40706,20,24,28,31
"49473",33,42,49,NA,NA
"49474",40707,13,22,27,NA
"49475",40708,4,NA,NA,NA
"49476",40709,16,32,45,NA
"49477",40710,4,16,36,NA
